Trade#,Date,Time_ET,League,Matchup,Away,Away_Score,Home,Home_Score,Actual_Total,Market_Total,Market_Spread,Favorite,Underdog,UD_Score,Pick_Direction,Tier,Ensemble_Score,Win_Prob,Base_Line,Scaled_OVER,Scaled_UNDER,Zone_Width,Primary_Bet,Primary_Line,Primary_Result,Hedge_Bet,Hedge_Line,Hedge_Result,Execution_Rule
689,2026-01-20,7:00 PM,WNBA,WAS@GS,WAS,90,GS,82,172,147.0,+8.5,GS,WAS,90,UNDER,A,-122.73,4.0,69.2,56.2,82.3,26.2,UNDER,82.3,MISS,OVER,56.2,HIT,Rule1_UpsetClause
690,2026-01-21,7:30 PM,NBA,ATL@MEM,ATL,124,MEM,122,246,239.5,+1.5,MEM,ATL,124,UNDER,C,-1.13,25.0,119.0,105.4,132.6,27.1,UNDER,132.6,HIT,OVER,105.4,HIT,Rule4_UnderExecution
691,2026-01-21,7:30 PM,NBA,BKN@NYK,BKN,66,NYK,120,186,220.0,+12.5,NYK,BKN,66,UNDER,A,-19.82,1.0,103.8,86.9,120.6,33.8,UNDER,120.6,HIT,OVER,86.9,MISS,Rule2_StructuralOutlier
692,2026-01-21,7:30 PM,NBA,CLE@CHA,CLE,94,CHA,87,181,238.0,+3.5,CLE,CHA,87,UNDER,B,-5.34,16.6,117.2,106.8,127.8,21.0,UNDER,127.8,HIT,OVER,106.8,MISS,Rule4_UnderExecution
693,2026-01-21,7:30 PM,NBA,DET@NOP,DET,112,NOP,104,216,232.5,+7.5,DET,NOP,104,UNDER,A,-61.16,5.5,112.5,100.4,124.6,24.2,UNDER,124.6,HIT,OVER,100.4,HIT,Rule1_UpsetClause
694,2026-01-21,7:30 PM,NBA,IND@BOS,IND,104,BOS,119,223,225.0,+10.0,BOS,IND,104,UNDER,A,-45.08,2.4,107.5,93.0,122.0,29.0,UNDER,122.0,HIT,OVER,93.0,HIT,Rule1_UpsetClause
695,2026-01-21,7:30 PM,NBA,OKC@MIL,OKC,122,MIL,102,224,224.5,+12.5,OKC,MIL,102,UNDER,A,-66.05,1.0,106.0,89.1,122.9,33.8,UNDER,122.9,HIT,OVER,89.1,HIT,Rule2_StructuralOutlier
696,2026-01-21,7:30 PM,NBA,TOR@SAC,TOR,122,SAC,109,231,226.5,+5.0,TOR,SAC,109,UNDER,B,-21.87,11.4,110.8,98.8,122.8,24.0,UNDER,122.8,HIT,OVER,98.8,HIT,Rule1_UpsetClause
697,2026-01-22,7:30 PM,NBA,CHA@ORL,CHA,124,ORL,97,221,224.5,+4.0,ORL,CHA,124,UNDER,B,-49.90,14.7,110.2,99.2,121.2,22.0,UNDER,121.2,MISS,OVER,99.2,HIT,Rule1_UpsetClause
698,2026-01-22,7:30 PM,NBA,CHI@MIN,CHI,120,MIN,115,235,240.0,+9.0,MIN,CHI,120,OVER,A,+32.20,3.4,115.5,102.0,129.1,27.1,OVER,102.0,HIT,UNDER,129.1,HIT,Rule1_UpsetClause
699,2026-01-22,7:30 PM,NBA,DEN@WAS,DEN,107,WAS,97,204,227.5,+6.0,DEN,WAS,97,UNDER,A,-27.76,8.6,110.8,100.0,121.5,21.4,UNDER,121.5,HIT,OVER,100.0,MISS,Rule1_UpsetClause
700,2026-01-22,7:30 PM,NBA,GSW@DAL,GSW,115,DAL,123,238,234.5,+6.5,GSW,DAL,123,OVER,A,+19.71,7.4,114.0,102.8,125.2,22.3,OVER,102.8,HIT,UNDER,125.2,HIT,Rule1_UpsetClause
701,2026-01-22,7:30 PM,NBA,HOU@PHI,HOU,122,PHI,128,250,221.0,+2.0,HOU,PHI,128,UNDER,C,-19.60,22.8,109.5,95.4,123.6,28.2,UNDER,123.6,MISS,OVER,95.4,HIT,Rule4_UnderExecution
702,2026-01-22,7:30 PM,NBA,LAL@LAC,LAL,104,LAC,112,216,224.5,+2.5,LAC,LAL,104,OVER,C,+16.05,20.7,111.0,96.4,125.6,29.2,OVER,96.4,HIT,UNDER,125.6,HIT,Rule3_OverExecution
703,2026-01-22,7:30 PM,NBA,MIA@POR,MIA,110,POR,127,237,235.0,+3.0,POR,MIA,110,OVER,C,+21.86,18.6,116.0,100.8,131.2,30.3,OVER,100.8,HIT,UNDER,131.2,HIT,Rule3_OverExecution
704,2026-01-22,7:30 PM,NBA,SAS@UTA,SAS,126,UTA,109,235,239.5,+12.0,SAS,UTA,109,OVER,A,+25.33,1.2,113.8,97.3,130.2,32.8,OVER,97.3,HIT,UNDER,130.2,HIT,Rule1_UpsetClause
705,2026-01-22,7:00 PM,WNBA,PHO@LA,PHO,86,LA,82,168,176.0,+1.5,PHX,LA,82,UNDER,C,-6.32,25.0,87.2,73.7,100.8,27.2,UNDER,100.8,HIT,OVER,73.7,HIT,Rule4_UnderExecution
706,2026-01-22,7:00 PM,WNBA,MIN@SEA,MIN,86,SEA,76,162,178.5,+10.5,MIN,SEA,76,OVER,A,+125.44,2.1,84.0,69.0,99.0,29.9,OVER,69.0,HIT,UNDER,99.0,HIT,Rule1_UpsetClause
707,2026-01-22,7:00 PM,WNBA,CHI@NY,CHI,94,NY,95,189,178.0,+7.5,NY,CHI,94,UNDER,A,-4.41,5.5,85.2,73.1,97.4,24.2,UNDER,97.4,HIT,OVER,73.1,HIT,Rule1_UpsetClause
708,2026-01-22,7:00 PM,WNBA,LV@WAS,LV,99,WAS,100,199,164.5,+5.5,LV,WAS,100,UNDER,A,-55.08,9.9,79.5,69.3,89.7,20.4,UNDER,89.7,MISS,OVER,69.3,HIT,Rule1_UpsetClause
709,2026-01-23,7:30 PM,NBA,BOS@BKN,BOS,130,BKN,126,256,215.0,+8.0,BOS,BKN,126,UNDER,A,-41.68,4.7,103.5,90.9,116.1,25.2,UNDER,116.1,MISS,OVER,90.9,HIT,Rule1_UpsetClause
710,2026-01-23,7:30 PM,NBA,HOU@DET,HOU,111,DET,104,215,217.0,+4.0,DET,HOU,111,UNDER,B,-27.50,14.7,106.5,95.5,117.5,22.0,UNDER,117.5,HIT,OVER,95.5,HIT,Rule1_UpsetClause
711,2026-01-23,7:30 PM,NBA,IND@OKC,IND,117,OKC,114,231,226.5,+15.5,OKC,IND,117,UNDER,A,-50.68,0.4,105.5,85.8,125.2,39.4,UNDER,125.2,HIT,OVER,85.8,HIT,Rule2_StructuralOutlier
712,2026-01-23,7:30 PM,NBA,NOP@MEM,NOP,133,MEM,127,260,240.0,+5.0,MEM,NOP,133,UNDER,B,-42.23,11.4,117.5,105.5,129.5,24.0,UNDER,129.5,MISS,OVER,105.5,HIT,Rule1_UpsetClause
713,2026-01-23,7:30 PM,NBA,PHX@ATL,PHX,103,ATL,110,213,234.0,+2.5,PHX,ATL,110,OVER,C,+19.29,20.7,115.8,101.1,130.4,29.2,OVER,101.1,HIT,UNDER,130.4,HIT,Rule3_OverExecution
714,2026-01-23,7:30 PM,NBA,SAC@CLE,SAC,118,CLE,123,241,233.0,+13.0,CLE,SAC,118,UNDER,A,-65.02,0.9,110.0,92.7,127.3,34.7,UNDER,127.3,HIT,OVER,92.7,HIT,Rule2_StructuralOutlier
715,2026-01-23,7:00 PM,WNBA,CON@WAS,CON,84,WAS,92,176,161.0,+6.5,WSH,WAS,92,UNDER,A,-27.31,7.4,77.2,66.1,88.4,22.3,UNDER,88.4,MISS,OVER,66.1,HIT,Rule1_UpsetClause
716,2026-01-23,7:00 PM,WNBA,TOR@MIN,TOR,93,MIN,100,193,187.0,+17.5,MIN,TOR,93,OVER,A,+4.23,0.2,84.8,63.1,106.4,43.2,OVER,63.1,HIT,UNDER,106.4,HIT,Rule2_StructuralOutlier
717,2026-01-23,7:00 PM,WNBA,IND@SEA,IND,105,SEA,95,200,186.5,+9.5,IND,SEA,95,OVER,A,+54.32,2.9,88.5,74.5,102.5,28.1,OVER,74.5,HIT,UNDER,102.5,HIT,Rule1_UpsetClause
718,2026-01-23,7:00 PM,WNBA,NY@LA,NY,113,LA,109,222,182.5,+4.5,NY,LA,109,UNDER,B,-11.86,13.0,89.0,77.5,100.5,23.0,UNDER,100.5,MISS,OVER,77.5,HIT,Rule1_UpsetClause
719,2026-01-24,7:00 PM,NBA,BOS@CHI,BOS,111,CHI,114,225,232.0,+3.0,BOS,CHI,114,OVER,C,+22.09,18.6,114.5,99.3,129.7,30.3,OVER,99.3,HIT,UNDER,129.7,HIT,Rule3_OverExecution
720,2026-01-24,7:00 PM,NBA,CLE@ORL,CLE,119,ORL,105,224,226.0,+1.0,ORL,CLE,119,UNDER,C,-23.73,27.2,112.5,99.5,125.5,26.1,UNDER,125.5,HIT,OVER,99.5,HIT,Rule4_UnderExecution
721,2026-01-24,7:00 PM,NBA,LAL@DAL,LAL,116,DAL,110,226,234.0,+4.0,DAL,LAL,116,OVER,B,+21.15,14.7,115.0,104.0,126.0,22.0,OVER,104.0,HIT,UNDER,126.0,HIT,Rule1_UpsetClause
722,2026-01-24,7:00 PM,NBA,MIA@UTA,MIA,147,UTA,116,263,244.5,+6.5,UTA,MIA,147,OVER,A,+51.83,7.4,119.0,107.8,130.2,22.4,OVER,107.8,HIT,UNDER,130.2,MISS,Rule1_UpsetClause
723,2026-01-24,7:00 PM,NBA,NYK@PHI,NYK,112,PHI,109,221,228.0,+1.0,NYK,PHI,109,OVER,C,+3.64,27.2,113.5,100.5,126.5,26.1,OVER,100.5,HIT,UNDER,126.5,HIT,Rule3_OverExecution
724,2026-01-24,7:00 PM,NBA,WAS@CHA,WAS,115,CHA,119,234,232.5,+11.5,CHA,WAS,115,UNDER,A,-32.35,1.5,110.5,94.6,126.4,31.8,UNDER,126.4,HIT,OVER,94.6,HIT,Rule1_UpsetClause
725,2026-01-25,7:00 PM,NBA,BKN@LAC,BKN,89,LAC,126,215,211.5,+10.5,LAC,BKN,89,UNDER,A,-8.21,2.1,100.5,85.5,115.5,29.9,UNDER,115.5,HIT,OVER,85.5,HIT,Rule1_UpsetClause
726,2026-01-25,7:00 PM,NBA,GSW@MIN,GSW,111,MIN,85,196,236.5,+6.0,GSW,MIN,85,OVER,A,+84.71,8.6,115.2,104.5,126.0,21.4,OVER,104.5,MISS,UNDER,126.0,HIT,Rule1_UpsetClause
727,2026-01-25,7:00 PM,NBA,MIA@PHX,MIA,111,PHX,102,213,226.0,+4.5,MIA,PHX,102,UNDER,B,-3.81,13.0,110.8,99.2,122.2,23.0,UNDER,122.2,HIT,OVER,99.2,HIT,Rule1_UpsetClause
728,2026-01-25,7:00 PM,NBA,NOP@SAS,NOP,104,SAS,95,199,239.5,+11.5,NOP,SAS,95,UNDER,A,-43.67,1.5,114.0,98.1,129.9,31.9,UNDER,129.9,HIT,OVER,98.1,MISS,Rule1_UpsetClause
729,2026-01-25,7:00 PM,NBA,SAC@DET,SAC,116,DET,139,255,227.0,+13.0,DET,SAC,116,UNDER,A,-68.29,0.9,107.0,89.7,124.3,34.7,UNDER,124.3,HIT,OVER,89.7,HIT,Rule2_StructuralOutlier
730,2026-01-25,7:00 PM,NBA,TOR@OKC,TOR,103,OKC,101,204,225.5,+11.0,TOR,OKC,101,OVER,A,+86.97,1.7,107.2,91.8,122.7,30.9,OVER,91.8,HIT,UNDER,122.7,HIT,Rule1_UpsetClause
731,2026-01-26,7:30 PM,NBA,GSW@MIN,GSW,83,MIN,108,191,226.5,+8.0,MIN,GSW,83,UNDER,A,-7.38,4.7,109.2,96.7,121.8,25.2,UNDER,121.8,HIT,OVER,96.7,MISS,Rule1_UpsetClause
732,2026-01-26,7:30 PM,NBA,IND@ATL,IND,116,ATL,132,248,234.0,+5.5,ATL,IND,116,UNDER,A,-28.65,9.9,114.2,104.0,124.5,20.4,UNDER,124.5,HIT,OVER,104.0,HIT,Rule1_UpsetClause
733,2026-01-26,7:30 PM,NBA,LAL@CHI,LAL,129,CHI,118,247,236.0,+1.5,CHI,LAL,129,UNDER,C,-11.19,25.0,117.2,103.7,130.8,27.1,UNDER,130.8,HIT,OVER,103.7,HIT,Rule4_UnderExecution
734,2026-01-26,7:30 PM,NBA,MEM@HOU,MEM,99,HOU,108,207,225.5,+11.0,HOU,MEM,99,UNDER,A,-11.01,1.7,107.2,91.8,122.7,30.9,UNDER,122.7,HIT,OVER,91.8,HIT,Rule1_UpsetClause
735,2026-01-26,7:30 PM,NBA,ORL@CLE,ORL,98,CLE,114,212,222.5,+5.0,CLE,ORL,98,UNDER,B,-23.73,11.4,108.8,96.8,120.8,24.0,UNDER,120.8,HIT,OVER,96.8,HIT,Rule1_UpsetClause
736,2026-01-26,7:30 PM,NBA,PHI@CHA,PHI,93,CHA,130,223,229.5,+2.0,CHA,PHI,93,UNDER,C,-25.49,22.8,113.8,99.7,127.8,28.2,UNDER,127.8,HIT,OVER,99.7,MISS,Rule4_UnderExecution
737,2026-01-26,7:30 PM,NBA,POR@BOS,POR,94,BOS,102,196,223.0,+8.5,BOS,POR,94,UNDER,A,-6.73,4.0,107.2,94.2,120.3,26.2,UNDER,120.3,HIT,OVER,94.2,MISS,Rule1_UpsetClause
738,2026-01-27,7:30 PM,NBA,BKN@PHX,BKN,102,PHX,106,208,210.5,+8.0,PHX,BKN,102,UNDER,A,-34.09,4.7,101.2,88.7,113.8,25.2,UNDER,113.8,HIT,OVER,88.7,HIT,Rule1_UpsetClause
739,2026-01-27,7:30 PM,NBA,DET@DEN,DET,109,DEN,107,216,216.0,+7.5,DEN,DET,109,UNDER,A,-6.57,5.5,104.2,92.1,116.4,24.2,UNDER,116.4,HIT,OVER,92.1,HIT,Rule1_UpsetClause
740,2026-01-27,7:30 PM,NBA,LAC@UTA,LAC,115,UTA,103,218,234.5,+8.5,UTA,LAC,115,OVER,A,+52.69,4.0,113.0,99.9,126.1,26.2,OVER,99.9,HIT,UNDER,126.1,HIT,Rule1_UpsetClause
741,2026-01-27,7:30 PM,NBA,MIL@PHI,MIL,122,PHI,139,261,219.5,+10.0,PHI,MIL,122,UNDER,A,-28.01,2.4,104.8,90.2,119.2,29.0,UNDER,119.2,MISS,OVER,90.2,HIT,Rule1_UpsetClause
742,2026-01-27,7:30 PM,NBA,NOP@OKC,NOP,95,OKC,104,199,233.0,+14.5,OKC,NOP,95,UNDER,A,-57.70,0.5,109.2,90.5,128.0,37.6,UNDER,128.0,HIT,OVER,90.5,HIT,Rule2_StructuralOutlier
743,2026-01-27,7:30 PM,NBA,POR@WAS,POR,111,WAS,115,226,232.5,+7.0,POR,WAS,115,OVER,A,+9.63,6.4,112.8,101.1,124.4,23.3,OVER,101.1,HIT,UNDER,124.4,HIT,Rule1_UpsetClause
744,2026-01-27,7:30 PM,NBA,SAC@NYK,SAC,87,NYK,103,190,225.0,+14.5,NYK,SAC,87,UNDER,A,-28.82,0.5,105.2,86.5,124.0,37.6,UNDER,124.0,HIT,OVER,86.5,HIT,Rule2_StructuralOutlier
745,2026-01-28,7:30 PM,NBA,ATL@BOS,ATL,117,BOS,106,223,232.0,+5.5,BOS,ATL,117,OVER,A,+3.72,9.9,113.2,103.0,123.5,20.4,OVER,103.0,HIT,UNDER,123.5,HIT,Rule1_UpsetClause
746,2026-01-28,7:30 PM,NBA,CHA@MEM,CHA,112,MEM,97,209,231.0,+2.0,MEM,CHA,112,UNDER,C,-60.70,22.8,114.5,100.4,128.6,28.2,UNDER,128.6,HIT,OVER,100.4,HIT,Rule4_UnderExecution
747,2026-01-28,7:30 PM,NBA,CHI@IND,CHI,110,IND,113,223,236.0,+2.0,CHI,IND,113,UNDER,C,-10.77,22.8,117.0,102.9,131.1,28.2,UNDER,131.1,HIT,OVER,102.9,HIT,Rule4_UnderExecution
748,2026-01-28,7:30 PM,NBA,GSW@UTA,GSW,140,UTA,124,264,242.0,+9.0,UTA,GSW,140,UNDER,A,-19.06,3.4,116.5,103.0,130.1,27.1,UNDER,130.1,MISS,OVER,103.0,HIT,Rule1_UpsetClause
749,2026-01-28,7:30 PM,NBA,LAL@CLE,LAL,99,CLE,129,228,233.5,+4.0,CLE,LAL,99,UNDER,B,-35.23,14.7,114.8,103.8,125.8,22.0,UNDER,125.8,HIT,OVER,103.8,MISS,Rule1_UpsetClause
750,2026-01-28,7:30 PM,NBA,MIN@DAL,MIN,118,DAL,105,223,229.0,+8.5,DAL,MIN,118,OVER,A,+18.81,4.0,110.2,97.2,123.3,26.2,OVER,97.2,HIT,UNDER,123.3,HIT,Rule1_UpsetClause
751,2026-01-28,7:30 PM,NBA,NYK@TOR,NYK,119,TOR,92,211,220.5,+2.0,TOR,NYK,119,UNDER,C,-23.35,22.8,109.2,95.2,123.3,28.2,UNDER,123.3,HIT,OVER,95.2,HIT,Rule4_UnderExecution
752,2026-01-28,7:30 PM,NBA,ORL@MIA,ORL,133,MIA,124,257,232.5,+3.0,MIA,ORL,133,UNDER,C,-4.69,18.6,114.8,99.6,129.9,30.3,UNDER,129.9,MISS,OVER,99.6,HIT,Rule4_UnderExecution
753,2026-01-28,7:30 PM,NBA,SAS@HOU,SAS,111,HOU,99,210,220.0,+3.0,HOU,SAS,111,UNDER,C,-66.06,18.6,108.5,93.3,123.7,30.3,UNDER,123.7,HIT,OVER,93.3,HIT,Rule4_UnderExecution
754,2026-01-29,7:30 PM,NBA,BKN@DEN,BKN,103,DEN,107,210,209.0,+6.0,DEN,BKN,103,OVER,A,+2.71,8.6,101.5,90.8,112.2,21.4,OVER,90.8,HIT,UNDER,112.2,HIT,Rule1_UpsetClause
755,2026-01-29,7:30 PM,NBA,CHA@DAL,CHA,123,DAL,121,244,225.5,+3.0,DAL,CHA,123,UNDER,C,-46.83,18.6,111.2,96.1,126.4,30.3,UNDER,126.4,HIT,OVER,96.1,HIT,Rule4_UnderExecution
756,2026-01-29,7:30 PM,NBA,DET@PHX,DET,96,PHX,114,210,214.5,+3.0,PHX,DET,96,UNDER,C,-27.93,18.6,105.8,90.6,120.9,30.3,UNDER,120.9,HIT,OVER,90.6,HIT,Rule4_UnderExecution
757,2026-01-29,7:30 PM,NBA,HOU@ATL,HOU,104,ATL,86,190,225.0,+6.5,HOU,ATL,86,UNDER,A,-11.08,7.4,109.2,98.1,120.4,22.3,UNDER,120.4,HIT,OVER,98.1,MISS,Rule1_UpsetClause
758,2026-01-29,7:30 PM,NBA,MIA@CHI,MIA,116,CHI,113,229,238.0,+2.0,MIA,CHI,113,OVER,C,+15.19,22.8,118.0,103.9,132.1,28.2,OVER,103.9,HIT,UNDER,132.1,HIT,Rule3_OverExecution
759,2026-01-29,7:30 PM,NBA,MIL@WAS,MIL,99,WAS,109,208,223.5,+2.0,MIL,WAS,109,UNDER,C,-7.01,22.8,110.8,96.7,124.8,28.2,UNDER,124.8,HIT,OVER,96.7,HIT,Rule4_UnderExecution
760,2026-01-29,7:30 PM,NBA,OKC@MIN,OKC,111,MIN,123,234,228.0,+5.5,MIN,OKC,111,OVER,A,+13.70,9.9,111.2,101.0,121.5,20.4,OVER,101.0,HIT,UNDER,121.5,HIT,Rule1_UpsetClause
761,2026-01-29,7:30 PM,NBA,SAC@PHI,SAC,111,PHI,113,224,229.0,+10.0,PHI,SAC,111,OVER,A,+0.27,2.4,109.5,95.0,124.0,29.0,OVER,95.0,HIT,UNDER,124.0,HIT,Rule1_UpsetClause
762,2026-01-30,7:30 PM,NBA,BKN@UTA,BKN,109,UTA,99,208,226.0,+4.0,UTA,BKN,109,OVER,B,+4.99,14.7,111.0,100.0,122.0,22.0,OVER,100.0,HIT,UNDER,122.0,HIT,Rule1_UpsetClause
763,2026-01-30,7:30 PM,NBA,CLE@PHX,CLE,113,PHX,126,239,222.0,+1.5,PHX,CLE,113,UNDER,C,-52.69,25.0,110.2,96.7,123.8,27.2,UNDER,123.8,HIT,OVER,96.7,HIT,Rule4_UnderExecution
764,2026-01-30,7:30 PM,NBA,DET@GSW,DET,131,GSW,124,255,226.5,+2.5,GSW,DET,131,UNDER,C,-19.91,20.7,112.0,97.4,126.6,29.2,UNDER,126.6,MISS,OVER,97.4,HIT,Rule4_UnderExecution
765,2026-01-30,7:30 PM,NBA,LAC@DEN,LAC,109,DEN,122,231,219.0,+2.5,DEN,LAC,109,OVER,C,+19.17,20.7,108.2,93.6,122.9,29.2,OVER,93.6,HIT,UNDER,122.9,HIT,Rule3_OverExecution
766,2026-01-30,7:30 PM,NBA,LAL@WAS,LAL,142,WAS,111,253,230.0,+10.5,LAL,WAS,111,UNDER,A,-19.37,2.1,109.8,94.8,124.7,29.9,UNDER,124.7,HIT,OVER,94.8,HIT,Rule1_UpsetClause
767,2026-01-30,7:30 PM,NBA,MEM@NOP,MEM,106,NOP,114,220,231.0,+3.5,NOP,MEM,106,UNDER,B,-58.73,16.6,113.8,103.2,124.2,21.0,UNDER,124.2,HIT,OVER,103.2,HIT,Rule4_UnderExecution
768,2026-01-30,7:30 PM,NBA,POR@NYK,POR,97,NYK,127,224,224.0,+6.5,NYK,POR,97,UNDER,A,-75.80,7.4,108.8,97.6,119.9,22.3,UNDER,119.9,HIT,OVER,97.6,MISS,Rule1_UpsetClause
769,2026-01-30,7:30 PM,NBA,SAC@BOS,SAC,93,BOS,112,205,216.5,+12.0,BOS,SAC,93,UNDER,A,-35.30,1.2,102.2,85.8,118.7,32.8,UNDER,118.7,HIT,OVER,85.8,HIT,Rule1_UpsetClause
770,2026-01-30,7:30 PM,NBA,TOR@ORL,TOR,120,ORL,130,250,222.0,+2.5,ORL,TOR,120,UNDER,C,-37.28,20.7,109.8,95.1,124.4,29.2,UNDER,124.4,HIT,OVER,95.1,HIT,Rule4_UnderExecution
771,2026-01-31,7:00 PM,NBA,ATL@IND,ATL,124,IND,129,253,235.0,+1.5,ATL,IND,129,UNDER,C,-43.42,25.0,116.8,103.2,130.3,27.1,UNDER,130.3,HIT,OVER,103.2,HIT,Rule4_UnderExecution
772,2026-01-31,7:00 PM,NBA,CHI@MIA,CHI,125,MIA,118,243,232.5,-6.0,CHI,MIA,118,OVER,A,+4.40,46.6,113.2,102.5,124.0,21.4,OVER,102.5,HIT,UNDER,124.0,HIT,Rule3_OverExecution
773,2026-01-31,7:00 PM,NBA,DAL@HOU,DAL,107,HOU,111,218,222.5,-10.5,DAL,HOU,111,OVER,A,+13.58,49.3,106.0,91.0,121.0,29.9,OVER,91.0,HIT,UNDER,121.0,HIT,Rule3_OverExecution
774,2026-01-31,7:00 PM,NBA,MIN@MEM,MIN,131,MEM,114,245,229.5,+11.0,MIN,MEM,114,UNDER,A,-40.04,1.7,109.2,93.8,124.7,30.9,UNDER,124.7,HIT,OVER,93.8,HIT,Rule1_UpsetClause
775,2026-01-31,7:00 PM,NBA,NOP@PHI,NOP,114,PHI,124,238,235.0,+6.5,PHI,NOP,114,UNDER,A,-29.10,7.4,114.2,103.1,125.4,22.3,UNDER,125.4,HIT,OVER,103.1,HIT,Rule1_UpsetClause
776,2026-01-31,7:00 PM,NBA,SAS@CHA,SAS,106,CHA,111,217,218.5,+4.0,CHA,SAS,106,UNDER,B,-62.76,14.7,107.2,96.2,118.2,22.0,UNDER,118.2,HIT,OVER,96.2,HIT,Rule1_UpsetClause
777,2026-01-31,7:00 PM,WNBA,SEA@ATL,SEA,89,ATL,98,187,180.0,+12.5,ATL,SEA,89,OVER,A,+49.14,1.0,83.8,66.9,100.6,33.8,OVER,66.9,HIT,UNDER,100.6,HIT,Rule2_StructuralOutlier
778,2026-01-31,7:00 PM,WNBA,DAL@WAS,DAL,75,WAS,81,156,166.5,+3.5,WSH,WAS,81,UNDER,B,-2.50,16.6,81.5,71.0,92.0,21.0,UNDER,92.0,HIT,OVER,71.0,HIT,Rule4_UnderExecution
779,2026-01-31,7:00 PM,WNBA,IND@PDX,IND,112,PDX,98,210,189.0,+7.5,IND,PDX,98,OVER,A,+33.45,5.5,90.8,78.6,102.9,24.2,OVER,78.6,HIT,UNDER,102.9,HIT,Rule1_UpsetClause
780,2026-02-01,7:00 PM,NBA,BK@DET,BK,77,DET,130,207,214.0,+14.0,DET,BK,77,UNDER,A,-7.89,0.6,100.0,81.7,118.3,36.6,UNDER,118.3,HIT,OVER,81.7,MISS,Rule2_StructuralOutlier
781,2026-02-01,7:00 PM,NBA,BKN@DET,BKN,77,DET,130,207,214.0,+14.0,DET,BKN,77,UNDER,A,-13.21,0.6,100.0,81.7,118.3,36.6,UNDER,118.3,HIT,OVER,81.7,MISS,Rule2_StructuralOutlier
782,2026-02-01,7:00 PM,NBA,CHI@MIA,CHI,91,MIA,134,225,233.5,+5.5,MIA,CHI,91,UNDER,A,-1.15,9.9,114.0,103.8,124.2,20.4,UNDER,124.2,HIT,OVER,103.8,MISS,Rule1_UpsetClause
783,2026-02-01,7:00 PM,NBA,LAL@NYK,LAL,100,NYK,112,212,227.5,+6.0,NYK,LAL,100,UNDER,A,-40.67,8.6,110.8,100.0,121.5,21.4,UNDER,121.5,HIT,OVER,100.0,MISS,Rule1_UpsetClause
784,2026-02-01,7:00 PM,NBA,MIL@BOS,MIL,79,BOS,107,186,217.5,+13.0,BOS,MIL,79,UNDER,A,-43.65,0.9,102.2,84.9,119.6,34.7,UNDER,119.6,HIT,OVER,84.9,MISS,Rule2_StructuralOutlier
785,2026-02-01,7:00 PM,NBA,SAC@WAS,SAC,112,WAS,116,228,227.0,+1.5,SAC,WAS,116,UNDER,C,-66.08,25.0,112.8,99.2,126.3,27.2,UNDER,126.3,HIT,OVER,99.2,HIT,Rule4_UnderExecution
786,2026-02-01,7:00 PM,NBA,UTA@TOR,UTA,100,TOR,107,207,234.5,+10.0,TOR,UTA,100,OVER,A,+12.52,2.4,112.2,97.8,126.8,29.0,OVER,97.8,HIT,UNDER,126.8,HIT,Rule1_UpsetClause
787,2026-02-02,7:30 PM,NBA,HOU@IND,HOU,118,IND,114,232,218.5,+6.5,HOU,IND,114,UNDER,A,-45.40,7.4,106.0,94.8,117.2,22.3,UNDER,117.2,HIT,OVER,94.8,HIT,Rule1_UpsetClause
788,2026-02-02,7:30 PM,NBA,MIN@MEM,MIN,128,MEM,137,265,232.0,+7.5,MEM,MIN,128,UNDER,A,-1.21,5.5,112.2,100.1,124.4,24.2,UNDER,124.4,MISS,OVER,100.1,HIT,Rule1_UpsetClause
789,2026-02-02,7:30 PM,NBA,NOP@CHA,NOP,95,CHA,102,197,230.0,+6.5,CHA,NOP,95,UNDER,A,-54.35,7.4,111.8,100.6,122.9,22.3,UNDER,122.9,HIT,OVER,100.6,MISS,Rule1_UpsetClause
790,2026-02-02,7:30 PM,NBA,PHI@LAC,PHI,128,LAC,113,241,220.0,+1.0,PHI,LAC,113,OVER,C,+35.86,27.2,109.5,96.5,122.5,26.1,OVER,96.5,HIT,UNDER,122.5,HIT,Rule3_OverExecution
791,2026-02-03,7:30 PM,NBA,ATL@MIA,ATL,127,MIA,115,242,236.5,+1.0,MIA,ATL,127,UNDER,C,-6.47,27.2,117.8,104.7,130.8,26.1,UNDER,130.8,HIT,OVER,104.7,HIT,Rule4_UnderExecution
792,2026-02-03,7:30 PM,NBA,BOS@DAL,BOS,110,DAL,100,210,223.0,+7.0,DAL,BOS,110,UNDER,A,-57.29,6.4,108.0,96.3,119.7,23.3,UNDER,119.7,HIT,OVER,96.3,HIT,Rule1_UpsetClause
793,2026-02-03,7:30 PM,NBA,CHI@MIL,CHI,115,MIL,131,246,222.5,+1.5,MIL,CHI,115,UNDER,C,-43.10,25.0,110.5,96.9,124.1,27.2,UNDER,124.1,HIT,OVER,96.9,HIT,Rule4_UnderExecution
794,2026-02-03,7:30 PM,NBA,DEN@DET,DEN,121,DET,124,245,229.5,+5.0,DET,DEN,121,UNDER,B,-5.46,11.4,112.2,100.2,124.2,24.0,UNDER,124.2,HIT,OVER,100.2,HIT,Rule1_UpsetClause
